"Product", "Region", "Volume", "Currency"
"SmartGlass X4", "Central Europe", "2023153", "USD"
"SmartGlass X4", "East Europe", "2430302", "USD"
"SmartGlass X4", "North Africa", "9284529", "USD"
"SmartGlass X4", "Central Africa", "4558791", "USD"
"SmartGlass X4", "East Africa", "6312242", "USD"
"SmartGlass X4", "Central Asia", "2287574", "USD"
"SmartGlass X4", "North Asia", "6377669", "USD"
"SmartGlass X4", "Asia Pacific", "6472321", "USD"
"SmartGlass X4", "China", "7308286", "USD"
"SmartGlass X4", "India", "2728617", "USD"
"SmartGlass G5T", "North America", "1022787", "USD"
"SmartGlass G5T", "Middle America", "715490", "USD"
"SmartGlass G5T", "South America", "3414032", "USD"
"SmartGlass G5T", "West Europe", "6301703", "USD"
"SmartGlass G5T", "Central Europe", "227321", "USD"
"SmartGlass G5T", "East Europe", "2226548", "USD"
"SmartGlass G5T", "North Africa", "9237914", "USD"
"SmartGlass G5T", "Central Africa", "2200132", "USD"
"SmartGlass G5T", "East Africa", "2087192", "USD"
"SmartGlass G5T", "Central Asia", "6183860", "USD"
"SmartGlass G5T", "North Asia", "9819829", "USD"
"SmartGlass G5T", "Asia Pacific", "4844295", "USD"
"SmartGlass G5T", "China", "8859751", "USD"
"SmartGlass G5T", "India", "4282980", "USD"
"SmartGlass HU6", "North America", "911313", "USD"
"SmartGlass HU6", "Middle America", "7418046", "USD"
"SmartGlass HU6", "South America", "3271444", "USD"
"SmartGlass HU6", "West Europe", "1543137", "USD"
"SmartGlass HU6", "Central Europe", "141955", "USD"
"SmartGlass HU6", "East Europe", "7234689", "USD"
"SmartGlass HU6", "North Africa", "748494", "USD"
"SmartGlass HU6", "Central Africa", "7945205", "USD"
"SmartGlass HU6", "East Africa", "4069912", "USD"
"SmartGlass HU6", "Central Asia", "2239526", "USD"
"SmartGlass HU6", "North Asia", "581152", "USD"
"SmartGlass HU6", "Asia Pacific", "8041095", "USD"
"SmartGlass HU6", "China", "9092911", "USD"
"SmartGlass HU6", "India", "5700051", "USD"
"SmartThing V0", "North America", "7166848", "USD"
"SmartThing V0", "Middle America", "824920", "USD"
"SmartThing V0", "South America", "9987125", "USD"
"SmartThing V0", "West Europe", "9191520", "USD"
"SmartThing V0", "Central Europe", "8424832", "USD"
"SmartThing V0", "East Europe", "1619178", "USD"
"SmartThing V0", "North Africa", "8444842", "USD"
"SmartThing V0", "Central Africa", "2354757", "USD"
"SmartThing V0", "East Africa", "2234653", "USD"
"SmartThing V0", "Central Asia", "7504560", "USD"
"SmartThing V0", "North Asia", "5397845", "USD"
"SmartThing V0", "Asia Pacific", "1584718", "USD"
"SmartThing V0", "China", "3323107", "USD"
"SmartThing V0", "India", "7909911", "USD"
"SmartThing 1DX", "North America", "5141956", "USD"
"SmartThing 1DX", "Middle America", "8802449", "USD"
"SmartThing 1DX", "South America", "2409037", "USD"
"SmartThing 1DX", "West Europe", "2379257", "USD"
"SmartThing 1DX", "Central Europe", "6319181", "USD"
"SmartThing 1DX", "East Europe", "5769729", "USD"
"SmartThing 1DX", "North Africa", "6612641", "USD"
"SmartThing 1DX", "Central Africa", "8245670", "USD"
"SmartThing 1DX", "East Africa", "4667463", "USD"
"SmartThing 1DX", "Central Asia", "9024841", "USD"
"SmartThing 1DX", "North Asia", "5145697", "USD"
"SmartThing 1DX", "Asia Pacific", "1967190", "USD"
"SmartThing 1DX", "China", "5113988", "USD"
"SmartThing 1DX", "India", "5449524", "USD"
"SmartThing MX2", "North America", "7121404", "USD"
"SmartThing MX2", "Middle America", "9217863", "USD"
"SmartThing MX2", "South America", "6266593", "USD"
"SmartThing MX2", "West Europe", "8721329", "USD"
"SmartThing MX2", "Central Europe", "8957274", "USD"
"SmartThing MX2", "East Europe", "477368", "USD"
"SmartThing MX2", "North Africa", "8648759", "USD"
"SmartThing MX2", "Central Africa", "2462228", "USD"
"SmartThing MX2", "East Africa", "7291802", "USD"
"SmartThing MX2", "Central Asia", "825595", "USD"
"SmartThing MX2", "North Asia", "9127252", "USD"
"SmartThing MX2", "Asia Pacific", "6763466", "USD"
"SmartThing MX2", "China", "9595383", "USD"
"SmartThing MX2", "India", "4923928", "USD"
"SmartThing U3R", "North America", "7897443", "USD"
"SmartThing U3R", "Middle America", "948299", "USD"
"SmartThing U3R", "South America", "8728243", "USD"
"SmartThing U3R", "West Europe", "752863", "USD"
"SmartThing U3R", "Central Europe", "1119887", "USD"
"SmartThing U3R", "East Europe", "6928373", "USD"
"SmartThing U3R", "North Africa", "9582865", "USD"
"SmartThing U3R", "Central Africa", "8576007", "USD"
"SmartThing U3R", "East Africa", "1842741", "USD"
"SmartThing U3R", "Central Asia", "4316180", "USD"
"SmartThing U3R", "North Asia", "5645719", "USD"
"SmartThing U3R", "Asia Pacific", "4813365", "USD"
"SmartThing U3R", "China", "4198112", "USD"
"SmartThing U3R", "India", "575135", "USD"
"SmartThing X4", "North America", "822821", "USD"
"SmartThing X4", "Middle America", "4032244", "USD"
"SmartThing X4", "South America", "1026459", "USD"
"SmartThing X4", "West Europe", "6920466", "USD"
"SmartThing X4", "Central Europe", "7195934", "USD"
"SmartThing X4", "East Europe", "6101963", "USD"
"SmartThing X4", "North Africa", "3061670", "USD"
"SmartThing X4", "Central Africa", "3428264", "USD"
"SmartThing X4", "East Africa", "2510990", "USD"
"SmartThing X4", "Central Asia", "9708976", "USD"
"SmartThing X4", "North Asia", "8600463", "USD"
"SmartThing X4", "Asia Pacific", "4866663", "USD"
"SmartThing X4", "China", "2147566", "USD"
"SmartThing X4", "India", "7891883", "USD"
"SmartThing G5T", "North America", "6183277", "USD"
"SmartThing G5T", "Middle America", "2132270", "USD"
"SmartThing G5T", "South America", "9078033", "USD"
"SmartThing G5T", "West Europe", "6031203", "USD"
"SmartThing G5T", "Central Europe", "9229812", "USD"
"SmartThing G5T", "East Europe", "2856599", "USD"
"SmartThing G5T", "North Africa", "1897223", "USD"
"SmartThing G5T", "Central Africa", "7816697", "USD"
"SmartThing G5T", "East Africa", "800933", "USD"
"SmartThing G5T", "Central Asia", "8741417", "USD"
"SmartThing G5T", "North Asia", "5388292", "USD"
"SmartThing G5T", "Asia Pacific", "115360", "USD"
"SmartThing G5T", "China", "8699625", "USD"
"SmartThing G5T", "India", "6488536", "USD"
"SmartThing HU6", "North America", "287638", "USD"
"SmartThing HU6", "Middle America", "3376167", "USD"
"SmartThing HU6", "South America", "5977238", "USD"
"SmartThing HU6", "West Europe", "3808724", "USD"
"SmartThing HU6", "Central Europe", "8921575", "USD"
"SmartThing HU6", "East Europe", "232985", "USD"
"SmartThing HU6", "North Africa", "9577245", "USD"
"SmartThing HU6", "Central Africa", "1926073", "USD"
"SmartThing HU6", "East Africa", "1209684", "USD"
"SmartThing HU6", "Central Asia", "1304993", "USD"
"SmartThing HU6", "North Asia", "327290", "USD"
"SmartThing HU6", "Asia Pacific", "1238267", "USD"
"SmartThing HU6", "China", "1164537", "USD"
"SmartThing HU6", "India", "3844324", "USD"
"SmartThinker V0", "North America", "781264", "USD"
"SmartThinker V0", "Middle America", "7349869", "USD"
"SmartThinker V0", "South America", "7464768", "USD"
"SmartThinker V0", "West Europe", "5843544", "USD"
"SmartThinker V0", "Central Europe", "3516731", "USD"
"SmartThinker V0", "East Europe", "564852", "USD"
"SmartThinker V0", "North Africa", "2938222", "USD"
"SmartThinker V0", "Central Africa", "5490955", "USD"
"SmartThinker V0", "East Africa", "1408973", "USD"
"SmartThinker V0", "Central Asia", "3106277", "USD"
"SmartThinker V0", "North Asia", "6864160", "USD"
"SmartThinker V0", "Asia Pacific", "3449634", "USD"
"SmartThinker V0", "China", "3131490", "USD"
"SmartThinker V0", "India", "4825120", "USD"
"SmartThinker 1DX", "North America", "888320", "USD"
"SmartThinker 1DX", "Middle America", "3336472", "USD"
"SmartThinker 1DX", "South America", "1673790", "USD"
"SmartThinker 1DX", "West Europe", "9966935", "USD"
"SmartThinker 1DX", "Central Europe", "4041817", "USD"
"SmartThinker 1DX", "East Europe", "3990392", "USD"
"SmartThinker 1DX", "North Africa", "1020794", "USD"
"SmartThinker 1DX", "Central Africa", "4684140", "USD"
"SmartThinker 1DX", "East Africa", "4864712", "USD"
"SmartThinker 1DX", "Central Asia", "5644312", "USD"
"SmartThinker 1DX", "North Asia", "6304248", "USD"
"SmartThinker 1DX", "Asia Pacific", "7413383", "USD"
"SmartThinker 1DX", "China", "8957284", "USD"
"SmartThinker 1DX", "India", "953299", "USD"
"SmartThinker MX2", "North America", "5715008", "USD"
"SmartThinker MX2", "Middle America", "1981568", "USD"
"SmartThinker MX2", "South America", "8416851", "USD"
"SmartThinker MX2", "West Europe", "981771", "USD"
"SmartThinker MX2", "Central Europe", "8256082", "USD"
"SmartThinker MX2", "East Europe", "6360768", "USD"
"SmartThinker MX2", "North Africa", "5565208", "USD"
"SmartThinker MX2", "Central Africa", "5715459", "USD"
"SmartThinker MX2", "East Africa", "10019871", "USD"
"SmartThinker MX2", "Central Asia", "8361407", "USD"
"SmartThinker MX2", "North Asia", "7131558", "USD"
"SmartThinker MX2", "Asia Pacific", "8439287", "USD"
"SmartThinker MX2", "China", "3088995", "USD"
"SmartThinker MX2", "India", "3234691", "USD"
"SmartThinker U3R", "North America", "6628048", "USD"
"SmartThinker U3R", "Middle America", "3410151", "USD"
"SmartThinker U3R", "South America", "5388681", "USD"
"SmartThinker U3R", "West Europe", "7149468", "USD"
"SmartThinker U3R", "Central Europe", "2039788", "USD"
"SmartThinker U3R", "East Europe", "6654035", "USD"
"SmartThinker U3R", "North Africa", "6859654", "USD"
"SmartThinker U3R", "Central Africa", "4815279", "USD"
"SmartThinker U3R", "East Africa", "3148535", "USD"
"SmartThinker U3R", "Central Asia", "429738", "USD"
"SmartThinker U3R", "North Asia", "7173998", "USD"
"SmartThinker U3R", "Asia Pacific", "9142557", "USD"
"SmartThinker U3R", "China", "7818920", "USD"
"SmartThinker U3R", "India", "2926913", "USD"
"SmartThinker X4", "North America", "2882494", "USD"
"SmartThinker X4", "Middle America", "5762519", "USD"
"SmartThinker X4", "South America", "9398442", "USD"
"SmartThinker X4", "West Europe", "6103993", "USD"
"SmartThinker X4", "Central Europe", "7360425", "USD"
"SmartThinker X4", "East Europe", "5473480", "USD"
"SmartThinker X4", "North Africa", "8017148", "USD"
"SmartThinker X4", "Central Africa", "6221972", "USD"
"SmartThinker X4", "East Africa", "5209871", "USD"
"SmartThinker X4", "Central Asia", "3236935", "USD"
"SmartThinker X4", "North Asia", "7020234", "USD"
"SmartThinker X4", "Asia Pacific", "3592901", "USD"
"SmartThinker X4", "China", "3880034", "USD"
"SmartThinker X4", "India", "3215905", "USD"
"SmartThinker G5T", "North America", "2026533", "USD"
"SmartThinker G5T", "Middle America", "337352", "USD"
"SmartThinker G5T", "South America", "9183143", "USD"
"SmartThinker G5T", "West Europe", "5529668", "USD"
"SmartThinker G5T", "Central Europe", "4178154", "USD"
"SmartThinker G5T", "East Europe", "7532994", "USD"
"SmartThinker G5T", "North Africa", "8111996", "USD"
"SmartThinker G5T", "Central Africa", "1893168", "USD"
"SmartThinker G5T", "East Africa", "1031264", "USD"
"SmartThinker G5T", "Central Asia", "6036796", "USD"
"SmartThinker G5T", "North Asia", "1906240", "USD"
"SmartThinker G5T", "Asia Pacific", "4116005", "USD"
"SmartThinker G5T", "China", "8235311", "USD"
"SmartThinker G5T", "India", "8476303", "USD"
"SmartThinker HU6", "North America", "4667969", "USD"
"SmartThinker HU6", "Middle America", "1555057", "USD"
"SmartThinker HU6", "South America", "2657712", "USD"
"SmartThinker HU6", "West Europe", "3430787", "USD"
"SmartThinker HU6", "Central Europe", "7993271", "USD"
"SmartThinker HU6", "East Europe", "1046447", "USD"
"SmartThinker HU6", "North Africa", "2933332", "USD"
"SmartThinker HU6", "Central Africa", "6660963", "USD"
"SmartThinker HU6", "East Africa", "10064830", "USD"
"SmartThinker HU6", "Central Asia", "5586667", "USD"
"SmartThinker HU6", "North Asia", "6552819", "USD"
"SmartThinker HU6", "Asia Pacific", "8396395", "USD"
"SmartThinker HU6", "China", "8441756", "USD"
"SmartThinker HU6", "India", "6089359", "USD"
"SmartCruncher V0", "North America", "3551137", "USD"
"SmartCruncher V0", "Middle America", "152547", "USD"
"SmartCruncher V0", "South America", "9386283", "USD"
"SmartCruncher V0", "West Europe", "3913358", "USD"
"SmartCruncher V0", "Central Europe", "5617405", "USD"
"SmartCruncher V0", "East Europe", "9324872", "USD"
"SmartCruncher V0", "North Africa", "2983017", "USD"
"SmartCruncher V0", "Central Africa", "539261", "USD"
"SmartCruncher V0", "East Africa", "6019409", "USD"
"SmartCruncher V0", "Central Asia", "4895198", "USD"
"SmartCruncher V0", "North Asia", "2534933", "USD"
"SmartCruncher V0", "Asia Pacific", "4765908", "USD"
"SmartCruncher V0", "China", "120933", "USD"
"SmartCruncher V0", "India", "2986072", "USD"
"SmartCruncher 1DX", "North America", "8761314", "USD"
"SmartCruncher 1DX", "Middle America", "7104844", "USD"
"SmartCruncher 1DX", "South America", "8467304", "USD"
"SmartCruncher 1DX", "West Europe", "6711604", "USD"
"SmartCruncher 1DX", "Central Europe", "4176372", "USD"
"SmartCruncher 1DX", "East Europe", "5669899", "USD"
"SmartCruncher 1DX", "North Africa", "4424317", "USD"
"SmartCruncher 1DX", "Central Africa", "798754", "USD"
"SmartCruncher 1DX", "East Africa", "693273", "USD"
"SmartCruncher 1DX", "Central Asia", "7790753", "USD"
"SmartCruncher 1DX", "North Asia", "6177988", "USD"
"SmartCruncher 1DX", "Asia Pacific", "7790892", "USD"
"SmartCruncher 1DX", "China", "3976841", "USD"
"SmartCruncher 1DX", "India", "6823410", "USD"
"SmartCruncher MX2", "North America", "8537317", "USD"
"SmartCruncher MX2", "Middle America", "9295836", "USD"
"SmartCruncher MX2", "South America", "1359180", "USD"
"SmartCruncher MX2", "West Europe", "4187207", "USD"
"SmartCruncher MX2", "Central Europe", "3429540", "USD"
"SmartCruncher MX2", "East Europe", "2703503", "USD"
"SmartCruncher MX2", "North Africa", "6236040", "USD"
"SmartCruncher MX2", "Central Africa", "2527086", "USD"
"SmartCruncher MX2", "East Africa", "9237095", "USD"
"SmartCruncher MX2", "Central Asia", "1073648", "USD"
"SmartCruncher MX2", "North Asia", "777690", "USD"
